Date,tweet_id,text,name
Sun Jan 03 21:00:13 +0000 2021,1345837393375621123,"ONE day left to save 20% on all #bitcoin &amp; #lightning merch, books, workshops and more at the #aantonopShop. Take a look:  ",aantonop
Sun Jan 03 20:43:03 +0000 2021,1345833070461534208, “It’s gonna be costly to you.” I’ve charged extortion in mob cases with similar language. ,aantonop
Sun Jan 03 20:38:43 +0000 2021,1345831982077366272," ""Administrative rule making is by its nature an undemocratic and potentially unaccountable activity through which an une…",aantonop
Sun Jan 03 15:00:11 +0000 2021,1345746787068473344,We’ve got some great events coming up including the 1st livestream of the year! Subscribe to my YouTube channel and hit the bell for notifications so you won’t miss them.  ,aantonop
Sun Jan 03 14:48:14 +0000 2021,1345743778292793344, Grazie Filipe!,aantonop
Sun Jan 03 14:43:55 +0000 2021,1345742694430068737," Ahem, still here",aantonop
Sun Jan 03 14:41:14 +0000 2021,1345742017591037955," But if you have existing paper wallets and you know how to sweep securely, then leave them as is. 

I only offer the advice that is useful for 99% of people. For that audience, paper wallets are dangerous",aantonop
Sun Jan 03 14:40:22 +0000 2021,1345741799978012673," Obsolete and dangerous. 

Recovering from a single-key paper wallet has caused a lot of people to lose money because of the misdirected change. 

Also, you still need a secure signing device and a secure way to generate. Hardware wallet + mnemonic are superior in every way.",aantonop
Sun Jan 03 13:28:51 +0000 2021,1345723803725221888," If by paper wallet you mean a 12-24 word mnemonic, yes.

Otherwise, single key paper wallets are obsolete and dangerous for newbies",aantonop
Sun Jan 03 09:00:03 +0000 2021,1345656157935955968,"On January 3, 2009, the #bitcoin experiment began. The world was changed forever. The separation of money and state became a real possibility for millions, billions. Thank you, Satoshi, Hal Finney, and all of the other earliest bitcoin experimenters.",aantonop
Sun Jan 03 03:48:48 +0000 2021,1345577828851490817, Yes,aantonop
Sun Jan 03 03:00:08 +0000 2021,1345565578870849542,"Empower yourself, learn how to chose a #bitcoin wallet for yourself in my Choose Your Wallet workshop. You’ll learn about different types of wallets, hot &amp; cold storage, single &amp; multicurrency, how to avoid pitfalls, &amp; much more.  ",aantonop
Sat Jan 02 23:39:04 +0000 2021,1345514979592572930," I think you will enjoy The Internet of Money Volumes 2 and 3, also!",aantonop
Sat Jan 02 21:41:17 +0000 2021,1345485338022580224," Machines can use other systems *on behalf of and through the accounts* of humans. The controlling entity is a human.

Bitcoin can be used by entirely autonomous agents not controlled or owned by any human. 

You're missing... everything ;-)",aantonop
Sat Jan 02 21:38:26 +0000 2021,1345484623980027906,"  No, there are no circumstances where I would agree with that statement. I'm a nomad and I wouldn't (didn't) do it. 

But everyone has their own unique circumstances. I can only offer best practices advice that works for 99% of people.",aantonop
Sat Jan 02 21:00:12 +0000 2021,1345475000497819651,"Bitcoin is so much more than an investment. For example, did you know that #bitcoin can be owned by machines, by software agents. Machines can pay each other, no humans required. 🤯

Ready to learn more?  ",aantonop
Sat Jan 02 20:38:33 +0000 2021,1345469552805572609,"  It's a complex issue and it depends on your threat model. 

Truth is, far far more people lose funds by making their solution complex and stepping outside their skill level than through theft or hack. 

The reason I suggest simple solutions is because they are best for most. YMMV",aantonop
Sat Jan 02 20:05:10 +0000 2021,1345461152730505216,"ATH makes it even more likely that your old wallet has more money in it than you remember. Watch   &amp; go searching in your #crypto couch cushions. Good luck! 

#cryptocurrency #bitcoin #btc #eth #xmr ",aantonop
Sat Jan 02 19:30:07 +0000 2021,1345452332188889090,"People who support my work on patreon get perks. For example, on Jan 3rd, all community builders will receive a chapter from my forthcoming book, The Internet of Money Volume 4, as a thanks for supporting me, my team, &amp; this important work. Learn more:  ",aantonop
Sat Jan 02 18:49:22 +0000 2021,1345442076238913539," Now do ""institutional investors"". Turns out, bitcoin was for criminals.",aantonop
Sat Jan 02 18:16:08 +0000 2021,1345433713451040770," Unequivocally and since the beginning. Privacy is a fundamental human right and a foundation of many other rights.

Also a ""fan"" of making Bitcoin more private and more fungible. I've said frequently that is a top priority.",aantonop
Sat Jan 02 18:09:28 +0000 2021,1345432035242827781," You can recover a seed onto a software app online if you don't mind the risk

If you enter a seed on a hardware wallet it replaces the previous one. You can recover to the other seed, then switch again as often as you like. But only one seed and its funds it loaded at a time.",aantonop
Sat Jan 02 18:05:27 +0000 2021,1345431023933247488," Best to only enter the seed into a hardware wallet. It doesn't need to be online to generate the keys from it. The seed is not a password for an account somewhere, it is an encoding of the keys themselves",aantonop
Sat Jan 02 18:00:03 +0000 2021,1345429662789414916,Are you ready to break up with your #cryptocurrency wallet? It’s okay to move on! You deserve better. Learn more about changing wallets this video:  and learn how in the Choose Your Wallet workshop:  ,aantonop
Sat Jan 02 17:59:00 +0000 2021,1345429398439174146," How privileged of you

It's almost as if the status quo works for you.

Guess what: this isn't about you. It's about #TheOther6Billion",aantonop
Sat Jan 02 17:57:34 +0000 2021,1345429039020838913,"      I never claimed to be an economist. I'm a computer scientist. 

Go build your strawman with someone else ok?",aantonop
Sat Jan 02 16:58:25 +0000 2021,1345414153134108673,"   Not in any situation. Not if my life and well being is not at risk. Not to defend property. 

I will defend myself if I am at risk. But I will not use violence against a human being to defend property, no.",aantonop
Sat Jan 02 16:34:49 +0000 2021,1345408212959285250,   It's easy to talk tough when you've never really faced these risks. Not so easy for those of us who have.,aantonop
Sat Jan 02 16:31:29 +0000 2021,1345407377109995520," Bitcoin is much more resistant to such a disaster than traditional banking because of decentralization.

If both went down, bitcoin would be up again much faster. Centralized systems are fragile. Bitcoin is anti fragile",aantonop
Sat Jan 02 16:00:12 +0000 2021,1345399502384066565,"Did you resolve to learn more about how #bitcoin or #ethereum networks work in 2021? If so, pick up Mastering #Bitcoin, Mastering #Ethereum, or both to understand the technical similarities and differences. Get a 20% discount using code GoodRiddance2020 at  ",aantonop
Sat Jan 02 09:00:07 +0000 2021,1345293786688184320,"Keep your #resolution to make your #bitcoin safer, make sure your #cypto security is where it should be! Whether you’re new or an expert, you’ll smile at least once and learn something new:  ",aantonop
Sat Jan 02 03:40:36 +0000 2021,1345213375286972416," Agree with all this, except the ""paper wallet"" part.

Use a mnemonic phrase, on a hardware wallet, preferably recorded on a steel backup",aantonop
Sat Jan 02 02:29:05 +0000 2021,1345195379889848320,"  I don't know if you can use with a hardware wallet.

I guess it depends on the amount you're looking to hold. Use the tears test to find out how secure it needs to be based on how many tears you would cry if it was lost.",aantonop
Sat Jan 02 02:27:30 +0000 2021,1345194979686141952, Investopedia doesn't understand consensus. Hardly surprising. Not a good source for these types of assets.,aantonop
Sat Jan 02 02:27:03 +0000 2021,1345194867253596165," To change the cap you have to change the reward/issuance schedule. That breaks the existing rules causing a fork. The new fork, let's call it ""InflationCrapCoin"", will join the dozens of existing Bitcoin forks that have little or no value. It will be forgotten instantly.",aantonop
Sat Jan 02 02:18:15 +0000 2021,1345192651046285312," Agreed. Privacy coins serve a really important purpose and while they will be challenged they will not go away. 

Those who need them, really need them.",aantonop
Sat Jan 02 02:16:51 +0000 2021,1345192299744034818," Nope. It is not possible to change the supply of bitcoin. Simply put, any code that changes the supply is no longer bitcoin. You can change the code you run, but I don't have to follow you. I'll still be running the &lt;21m coins code, so I still get to use bitcoin.",aantonop
Sat Jan 02 02:00:08 +0000 2021,1345188094560120840,Start the new year by upping your security practices! Learn about passwords and how to setup two-factor authentication with this practical video:  ,aantonop
Sat Jan 02 01:16:02 +0000 2021,1345176996544872448,  That hits right in the deepest feels.,aantonop
Sat Jan 02 00:00:03 +0000 2021,1345157875132411904,"On January 3rd, all of my community builders on patreon will be getting a chapter from my forthcoming book, The Internet of Money Volume 4, as a thank you for supporting me, my team, and this important work. Learn more:  ",aantonop
Fri Jan 01 23:56:30 +0000 2021,1345156981921697793, You can use Ledger or Trezor with the Monero desktop wallet. I wouldn't ever keep XMR on an exchange,aantonop
Fri Jan 01 23:55:12 +0000 2021,1345156653860093952,"  *censor

Also, not censorship to choose to ignore you and prevent you from wasting my time. I asked nicely and privately. You chose to waste my time again",aantonop
Fri Jan 01 23:54:17 +0000 2021,1345156422317744128," Privacy is a constitutional right, not a crime.

It's deeply disappointing to see exchanges remove assets just because the…",aantonop
Fri Jan 01 23:45:36 +0000 2021,1345154234946211840," DEXs don't need to use DNS. The good ones don't use it and use Tor instead. 

Check out  among others",aantonop
Fri Jan 01 23:43:47 +0000 2021,1345153778090037248," What makes you think I voted for or advocated for Biden Harris?

You confuse being against Trumpism with being a Democrat. Couldn't be further from the truth.",aantonop
Fri Jan 01 22:58:25 +0000 2021,1345142361257435136,"The de-listing of privacy coins from regulated exchanges was the inevitable escalation in govt attempts towards totalitarian financial surveillance.

Ironically, while this shows these privacy coins work, the market is ""upset""

Decentralized exchanges still list them ;-)",aantonop
Fri Jan 01 22:07:51 +0000 2021,1345129637043605504, Only if you want to be AWESOME!,aantonop
Fri Jan 01 22:07:28 +0000 2021,1345129541434363904," There is precisely zero evidence that any part of the election was exploited.

Since you seem to have a different set of ""facts"", there's no point in continuing this discussion.",aantonop
Fri Jan 01 22:00:05 +0000 2021,1345127684280635393,"Browse high-quality #crypto merch not available anywhere else like leggings, baby onesies, and racerback t-s. And if you find something you like, use the coupon code GoodRiddance2020 to get 20% off of your entire order.  ",aantonop
Fri Jan 01 21:56:50 +0000 2021,1345126866655449088," #Bitcoin outlook 2021 with  

* privacy and the war against Bitcoin 
* technical changes #LightningNetwork
* Andre…",aantonop
Fri Jan 01 21:54:15 +0000 2021,1345126215334563841," The least secure and most questioned part of this election was the technology. The paper trails are the only thing that held up. 

Less technology, more auditable and simple systems, more process.",aantonop
Fri Jan 01 21:42:57 +0000 2021,1345123371533570048,"  Second this. Make sure you store the ""PIN"" securely. I ended up in limbo for a year while doing postal correspondence with an indifferent bureaucracy",aantonop
Fri Jan 01 21:39:54 +0000 2021,1345122601501224960," also, unless you're getting a mortgage / loan / credit card soon, you should freeze your credit to prevent identity thieves fro…",aantonop
Fri Jan 01 21:36:24 +0000 2021,1345121723843186688," Repeal the 2001 and 2002 authorizations for use of military force. They don’t legitimately apply to any current wars, and…",aantonop
Fri Jan 01 21:35:37 +0000 2021,1345121525901348864, yearly reminder that credit bureaus have a surveillance oligopoly on your most sensitive financial data and are often incompete…,aantonop
Fri Jan 01 20:46:31 +0000 2021,1345109168869392385," When this session of Congress ends, Nancy Pelosi will become only the second speaker of the House in history (joining Paul…",aantonop
Fri Jan 01 20:11:50 +0000 2021,1345100441701339136,"   No one is disputing the existence of ""money laundering"". Especially since it is easily misclassified as any non-controlled economic activity. 

The questions are:
a) Does KYC/AML prevent a meaningful amount of that activity (A: No)
b) At what cost (A: Billions trapped in poverty)",aantonop
Fri Jan 01 19:50:11 +0000 2021,1345094991249428480,"  KYC/AML is how ""the masses"" are prevented from participating in the world economy.",aantonop
Fri Jan 01 19:49:18 +0000 2021,1345094768188035073," What do you mean? They were lifted months ago in most clients. 

The caps are implemented client-side. There's no protocol ""rule"" preventing any size channel or payment. Different clients can implement different caps or none at all.",aantonop
Fri Jan 01 19:46:01 +0000 2021,1345093942396686336," 1/9) There is a scam bigger than any other scam in crypto: KYC/AML
(Know Your Customer, Anti-Money Laundering) …",aantonop
Fri Jan 01 19:00:14 +0000 2021,1345082421532880897,"Keep your #resolution to learn about #bitcoin. I’ve taught lots of people &amp; I’m happy to help you learn too! Start with what it is &amp; how it could change our societies:  &amp; a FREE workshop that covers getting bitcoin, pricing, &amp; more:  ",aantonop
Fri Jan 01 18:51:23 +0000 2021,1345080195703742464, It’s sad how far the Bitcoin community has drifted from the oldschool cypherpunks. From significant misinformation to a fo…,aantonop
Fri Jan 01 15:00:40 +0000 2021,1345022133508993024,"Looking for something to do today? Binge watch some of my most inspiring talks like Currency Wars; Fake News, Fake Money; Blockchain vs. Bullshit. Plus playlist starts with a 3:30 video compilation that is sure to make you feel something  ",aantonop
Fri Jan 01 09:00:06 +0000 2021,1344931393420337152,Happy Celebrating! ,aantonop
Fri Jan 01 04:00:11 +0000 2021,1344855916815011842,But WHY #bitcoin? Hint: it’s not for the lambos.  ,aantonop
Thu Dec 31 21:00:09 +0000 2020,1344750210363305985,Two of the most popular #aantonopShop items? Leggings &amp; books! Curl up &amp; learn about #bitcoin with your own set. Right now everything is 20% off with promo code GOODRIDDANCE2020:  ,aantonop
Thu Dec 31 18:00:11 +0000 2020,1344704920264577025,"In 2020 events review: 30+ free livestream events, 50+ interviews, 9 VR Happy Hour events with community builder patrons, and countless twitter PSAs. Thanks for watching, sharing, &amp; participating. You helped make the dumpster fire that was 2020 a bit better.",aantonop
Thu Dec 31 16:05:08 +0000 2020,1344675967751622657,Trying to find something to occupy their time? Your time? Download our free crypto coloring pages! ,aantonop
Thu Dec 31 15:00:12 +0000 2020,1344659625883430924,"Best way to bring in 2021 (when you literally can’t go anywhere)? 
Watch a #cryptocomedy video?  
Or make sure your backups are healthy &amp; secure?  

BOTH! ",aantonop
Thu Dec 31 03:03:20 +0000 2020,1344479223122022401,  Great diagram. Would you like to contribute it to Mastering Bitcoin?,aantonop
Thu Dec 31 03:00:11 +0000 2020,1344478430360870912,Have you seen my Infrastructure Inversion talk? It was one of the most popular of 2020 yet. It’s actually a remastered talk from a few years ago. Perfect for newbies and not-so-newbies alike. Here’s a link:  ,aantonop
Thu Dec 31 01:30:04 +0000 2020,1344455752119943169,"If you’re shopping today, use discount code GoodRiddance2020 to save 20% on high-quality #bitcoin #ethereum #lightningnetwork &amp; #crypto meme merch. Take a look:  ",aantonop
Wed Dec 30 23:25:02 +0000 2020,1344424286036045826,"Share knowledge, gain knowledge. Get your referral code. Share it with others. They get discounts &amp; so do you. Save on my Choose Your #Cryptocurrency Wallet workshop, Mastering #Bitcoin, Mastering #Ethereum, or any of my other books. 

Learn more:  ",aantonop
Wed Dec 30 22:13:23 +0000 2020,1344406254941192192," Earning #bitcoin as a #podcast host? Podcasting 2.0 is enabling a decentralized, self-sustaining ecosystem for content crea…",aantonop
Wed Dec 30 21:00:08 +0000 2020,1344387820752875521,“This is one of the most useful videos regarding #cryptocurrency security.” is one of the top comments on one of my recent security videos. I hope you find it just as useful! Watch to learn about passwords &amp; 2FA:  ,aantonop
Wed Dec 30 17:49:10 +0000 2020,1344339760425287681," If you are worried about security of the seed, you should use a second-factor with the optional passphrase feature that is part of the standard. You can record and back that up separately from the seed.

Do not try to improvise solutions outside the standards &amp; best practices",aantonop
Wed Dec 30 16:56:02 +0000 2020,1344326388350902272,"   Yes, every ledger and every trezor model.",aantonop
Wed Dec 30 15:00:28 +0000 2020,1344297307756523522,"Thrilled to share that almost 4,000 people from 110 countries have taken my FREE Introduction to #Bitcoin &amp; Open Blockchain Workshop! Thanks for supporting, watching, reading, &amp; recommending my work. Together we’ll keep on educating through 2021 &amp; beyond.  ",aantonop
Wed Dec 30 09:00:07 +0000 2020,1344206622474858496,"Bacon Tastes Crazydelicious (BTC)

Happy #NationalBaconDay ",aantonop
Wed Dec 30 03:05:01 +0000 2020,1344117259648856069,"In the land of ATHs, checking your pockets or couch cushions for #crypto is a GREAT idea. Find some #btc #eth or another #crypto you forgot you had. Watch &amp; let me know if you find anything! Good luck:  ",aantonop
Tue Dec 29 23:42:26 +0000 2020,1344066277568958469, The data is a reminder of the continuing pay gaps in Silicon Valley. But the disparities at Coinbase appear to be sign…,aantonop
Tue Dec 29 23:42:19 +0000 2020,1344066247063826432," Women at Coinbase were paid 8% - or $13,000 - less than male colleagues in similar jobs. The few Black salaried employ…",aantonop
Tue Dec 29 23:41:50 +0000 2020,1344066127245135872," NEW: We were sent a trove of inside data on what Coinbase pays its employees.

We had an economist crunch the numbers.…",aantonop
Tue Dec 29 21:35:11 +0000 2020,1344034252988575744,"“A must watch for anyone getting into Bitcoin - we always send first-timers here, the baptism from Andreas :-)” what a high compliment - thank you! Share with your friends, family, &amp; colleagues who are asking you to teach them about #bitcoin:  ",aantonop
Tue Dec 29 20:29:21 +0000 2020,1344017686330810369,"  And where does that software run, if I may ask?

Oh right... Hardware. 

Like Intel's compromised and buggy security chips?",aantonop
Tue Dec 29 15:00:25 +0000 2020,1343934906888499203,"Rules without Rulers, #hodl, Not your keys, Not your coins are just some of the #cryptomeme merch you can get at the #aantonopShop. Use code GOODRIDDANCE2020 &amp; save 20% on your order.  ",aantonop
Tue Dec 29 14:19:53 +0000 2020,1343924707091914753," Sufficient entropy but easier to read, record and type without mistakes or confusion

Keep it simple",aantonop
Tue Dec 29 14:12:36 +0000 2020,1343922871681175552,"  Possible but not easy. Each attempt requires 2000 rounds of hashing and an address check.

With a random 6-8 word passphrase it will take months maybe years even with a cracking cluster.

You delay the attacker long enough to move funds if the seed security is compromised.",aantonop
Tue Dec 29 14:04:34 +0000 2020,1343920851138138113,"  Not only is the 10 random character password less entropy, but it is much harder to read, write and remember than 6 words. 

All you need is a big list of words or dictionary and a random choice.",aantonop
Tue Dec 29 14:03:17 +0000 2020,1343920529103757312,"  You can check the math for yourself, quite easily like this. 

Take the number of words in the list or dictionary that you are using (let's say 10,000) and raise it to the power of 6 for a 6 word phrase = 10^24

Now take 80 possible characters (azAZ09#) to the power of 10 = 10^19",aantonop
Tue Dec 29 09:05:11 +0000 2020,1343845507551158273,"ICYMI On Dec 27, 10,000+ copies of The Internet of Money Vol 1 were downloaded for FREE from my shop by people from 154 countries! The free book was a gift to help build community from my patrons, my team, and me. Thanks for reading, sharing, and helping with the mission. ",aantonop
Tue Dec 29 06:19:25 +0000 2020,1343803793314521091,"   Single point of failure if done wrong. See my post about not splitting seeds. There's a protocol for doing that too, and Tony isn't suggesting how it can be done correctly. 

Keep it simple and don't listen to advice from non-experts",aantonop
Tue Dec 29 06:16:33 +0000 2020,1343803071692869633," You can start with plain paper. You can laminate or put in a ziplock bag or tupperware if that works. You can put in a safe. You can add a tamper evident bag or seal. 

You can upgrade to steel. 

It's not a destination, it's a journey of discovery and learning",aantonop
Tue Dec 29 06:11:30 +0000 2020,1343801801561104384," You can also DIY with a simple battery operated engraving tool and a steel plate from a hardware store. Or a steel punch kit and washers like they do at  

Financial responsibility and control fam! It's worth the learning and doing.",aantonop
Tue Dec 29 06:09:52 +0000 2020,1343801389219274752," You can record on paper and put in a ziplock bag. That's a start and what I did at first. After that you can ""upgrade"" over time, especially if you accumulate funds. 

There are a dozen companies offering steel seed recording systems, inexpensive.",aantonop
Tue Dec 29 04:53:41 +0000 2020,1343782216057286656, Hardware wallets,aantonop
Tue Dec 29 04:46:18 +0000 2020,1343780357947027457," Don't do this. 

Listen to those who know what they're talking about",aantonop
Tue Dec 29 04:45:34 +0000 2020,1343780175889145856," Yes, every time. That way you remember

Yes, add to current and get new keys from same seed

Don't put the seed online. Keep it offline only.",aantonop
Tue Dec 29 04:44:28 +0000 2020,1343779896707846144," That's what the BIP39 passphrase feature is for, so the seed is not enough. Do not ""encrypt"" and put online. 

Take security advice from experts.",aantonop
Tue Dec 29 03:12:01 +0000 2020,1343756630861627392," On the topic of security, expertise matters. Listen to experts. Amateur security is insecurity.",aantonop
Tue Dec 29 03:01:31 +0000 2020,1343753988068405253," Or a safe in your home, or a good hiding location in your home.",aantonop
Tue Dec 29 03:00:48 +0000 2020,1343753809684643841," Of course it can. I expect people will honor my work and not undermine my ability to do it. 

Fortunately many people support me on Patreon so I can give free books like this",aantonop
Tue Dec 29 02:59:46 +0000 2020,1343753549126062082, Or alternatively on paper in a waterproof bag or container.,aantonop
Tue Dec 29 02:59:09 +0000 2020,1343753394930913282," ""onto durable physical medium such as steel""",aantonop
Tue Dec 29 02:55:30 +0000 2020,1343752477192159234,"1 Book. 5 Languages. 10,000+ FREE copies given away to the community. Thanks for helping us share #bitcoin and #openblockchain education in 154 countries yesterday. THAT is what I call success. Learn how you can contribute to things like this:  ",aantonop
Tue Dec 29 01:47:58 +0000 2020,1343735480374980609, Why? 4 letters suffice,aantonop
Tue Dec 29 01:44:55 +0000 2020,1343734710539853826," Yes, use one seed for multiple currencies",aantonop
Tue Dec 29 01:33:10 +0000 2020,1343731755023556614,  Nope,aantonop
Tue Dec 29 01:31:48 +0000 2020,1343731412801826816, Single key paper wallets are obsolete and dangerous to newbies,aantonop
Tue Dec 29 01:31:15 +0000 2020,1343731272351424512," Oof.
Please don't use that for any serious amount or anything other than a fun learning project.

Not safe.",aantonop
Tue Dec 29 01:24:41 +0000 2020,1343729619405565953," Unless you are a security expert (and maybe even then), trying to build a DIY ""poor man's hardware wallet"" will make your funds less secure, less usable, *and* less recoverable.",aantonop
Tue Dec 29 01:16:23 +0000 2020,1343727532978270208,"  You can also add a second-factor of the optional passphrase, which is one of the features of BIP39 mnemonics",aantonop
Tue Dec 29 01:07:34 +0000 2020,1343725314908647425,"    Apparently I have now censored 

I must be a pusblisher! Maybe I will be sued",aantonop
Tue Dec 29 01:02:48 +0000 2020,1343724112733081600,    That means twitter cannot be treated as the publisher of things said by   and held responsible for her nonsense,aantonop
Tue Dec 29 01:02:03 +0000 2020,1343723924610158594,"    ""No provider or user of an interactive computer service shall be treated as the publisher or speaker of any information provided by another information content provider""",aantonop
Tue Dec 29 01:00:56 +0000 2020,1343723643793129472," 20% off on my shop

",aantonop
Tue Dec 29 01:00:30 +0000 2020,1343723535185768450," Nope they could not. Because that would be stealing!

You can buy it for 20% off on my shop",aantonop
Tue Dec 29 00:58:58 +0000 2020,1343723149645344768, Nope,aantonop
Tue Dec 29 00:58:39 +0000 2020,1343723069227950082,"    Where does it say that?

You read it, quote the specific part that says anything remotely related to this fantastical claim?",aantonop
Tue Dec 29 00:55:57 +0000 2020,1343722391717826560,"    There are no ""consequences of a publisher"". Even if Ted Cruz thinks there are. Because of the 1st amendment which protects publishers from the government. 

Maybe they should make Americans take a civics test like they do for immigrants. You would fail and so would Teddy",aantonop
Tue Dec 29 00:53:17 +0000 2020,1343721720562163712,"    We should all be alarmed by concentration of media and platform power. So use antitrust law to open the protocols. Break apart advertising from editorial. 

But don't break the internet because your moronic leader can't read 26 words and you can't be bothered to either",aantonop
Tue Dec 29 00:51:53 +0000 2020,1343721367594627072,"    Free speech doesn't mean you have the right to demand others carry and amplify your message. Doing so would infringe their speech rights. 

You do not have the right to force others to listen or broadcast you. Muting your nonsense isn't censorship",aantonop
Tue Dec 29 00:49:37 +0000 2020,1343720797186248704,"Yesterday people in 154 countries downloaded FREE copies of my best-selling book, The Internet of Money Volume 1 in Spanish, Russian, German, Portuguese, &amp; English. WOW

Thanks to my patrons, team, &amp; you #CryptoTwitter for helping me with my mission.

Happy #NationalDownloadDay ",aantonop
Tue Dec 29 00:47:45 +0000 2020,1343720324219555841,"    Just repeating the same nonsense arguments won't change the plain meaning of either the 1st Amdt or section 230. 

The president can say whatever nonsense he wants, but no one can be forced to carry his nonsense to an audience",aantonop
Tue Dec 29 00:46:07 +0000 2020,1343719915304337408,    Section 230 protects them from liability because you said something idiotic. It allows them to publish you without liability. Without it they would be force to remove more not less speech,aantonop
Tue Dec 29 00:45:03 +0000 2020,1343719647384719360,"    In fact the 1st amendment, just like section230 make no distinction between platforms and publishers. Both have a free speech right to censor you on their platform or publication",aantonop
Tue Dec 29 00:44:16 +0000 2020,1343719449774284802,"    Same reason you can't sue platforms for censorship. The 1st amendment protects their editorial choices, including their right to censor on their platform.",aantonop
Tue Dec 29 00:43:09 +0000 2020,1343719169963958272,    You want to be able to sue publishers on the basis of censorship. The reason you can't is because of the 1st amendment. It protects publishers from being sued for editorial decisions,aantonop
Tue Dec 29 00:41:47 +0000 2020,1343718825271803904,"    Show me where section 230 makes any distinction between publisher and platform

Hint: nowhere",aantonop
Tue Dec 29 00:40:50 +0000 2020,1343718585575690243,"    That has nothing to do with section 230. You are repeating absolute nonsense that has no basis in fact

Read section 230. It's 26 words. Surely even you can manage that",aantonop
Tue Dec 29 00:39:55 +0000 2020,1343718354125639682,"    Do you know what section 230 says? Have you read it?

It's 26 words. 

This sounds an awful lot like screaming ""read the transcript"" even though you haven't read it",aantonop
Tue Dec 29 00:37:06 +0000 2020,1343717644176801795,"    How will they be held accountable when 230nis repealed? 

230 has nothing to do with censorship.",aantonop
Tue Dec 29 00:35:46 +0000 2020,1343717309110657024,"    What exactly do you think happens when 230 is repealed? 

You think platforms will no longer moderate/censor?

I'm sincerely curious what you think is achieved by repeal.",aantonop
Tue Dec 29 00:30:51 +0000 2020,1343716071400869890,"    Repealing 230 will result in more censorship and moderation not less. 

Perhaps you should read more about it instead of repeating slogans by demagogues",aantonop
Mon Dec 28 23:19:59 +0000 2020,1343698239048933377, Even if,aantonop
Mon Dec 28 23:17:32 +0000 2020,1343697620510773248," It's supported in the Trezor Model-T. 

Creating a software tool that does this outside of a hardware wallet would defeat the purpose. It would not be as secure.",aantonop
Mon Dec 28 23:09:55 +0000 2020,1343695707190960128," I should have added ""Don't tweet your mnemonic""

🤦‍♂️

😆🤣",aantonop
Mon Dec 28 23:09:05 +0000 2020,1343695496234209280," Yes, possibly, if you use the SLIP39 standard. But not for most users. A passphrase works better.",aantonop
Mon Dec 28 22:41:15 +0000 2020,1343688492639870976," Mnemonic: no
Passphrase: maybe yes",aantonop
Mon Dec 28 22:28:22 +0000 2020,1343685250770038784,  You do not understand Section 230. It has nothing to do with censorship or moderation. It's 26 words and prevents internet companies from being held liable for other people's writing. It allows me to speak with someone suing Twitter for what I said.,aantonop
Mon Dec 28 22:26:59 +0000 2020,1343684902223429632," It's the price of financial independence and control. For those who don't want it, there's always custodians waiting to take your control away.",aantonop
Mon Dec 28 22:25:20 +0000 2020,1343684485368274944,"  I see. You don't understand CDA/230, or pacifism, or me

I am not worried about disappointing people's erroneous expectations of me.

I'm much more worried about betraying my principles and neutrality &amp; free speech are very important principles of mine.",aantonop
Mon Dec 28 22:22:28 +0000 2020,1343683764396777472,"   This is what I would do:

Blue Threadlocker (Loctite)",aantonop
Mon Dec 28 22:19:06 +0000 2020,1343682917038342144, If Trump's dying corrupt Presidency succeeds in repealing the most important free speech provision after the 1st Amendment…,aantonop
Mon Dec 28 22:14:00 +0000 2020,1343681634000728064,"  Some of the steel backup devices are resistant to that kind of attack because they ""stack"" the letters on top of each other (eg. CryptoSteel Capsule). 

Only really needed if you plan to move a steel backup through an airport. I have used a ""capsule"" for that.",aantonop
Mon Dec 28 21:59:52 +0000 2020,1343678077293842433," ""durable physical medium such as steel""",aantonop
Mon Dec 28 21:58:57 +0000 2020,1343677844761636864,"   I use tamper-evident bags (like for cash deposits) and holographic tamper evident stickers on the steel backup case. 

I also use a passphrase and do quarterly audits of my storage locations.",aantonop
Mon Dec 28 21:53:16 +0000 2020,1343676414566957056," No

Can't compromise the seed from the software side.",aantonop
Mon Dec 28 21:50:49 +0000 2020,1343675800797675520,"  I'll agree with that. It's a perfectly fine first step, as long as people understand that it's not as secure as a hardware wallet and DIY hardware wallets are not a good idea.",aantonop
Mon Dec 28 21:41:28 +0000 2020,1343673444353773568,"  Y'all about to get ""Modi'd""",aantonop
Mon Dec 28 21:40:40 +0000 2020,1343673247066251265, Thanks Tabali!,aantonop
Mon Dec 28 21:39:55 +0000 2020,1343673055055265793, You would need to move the funds from the (seed) addresses to the (seed+passphrase) addresses. Then if they got your seed only they would see the old (seed only) addresses which would be empty or have only old transactions.,aantonop
Mon Dec 28 21:38:41 +0000 2020,1343672744651591680, Probably. I don't tolerate time wasters. I'm not a maxi and hijacking my threads to browbeat me into being a maxi does result in a block.,aantonop
Mon Dec 28 21:37:21 +0000 2020,1343672410638143488," Look for ""optional passphrase"" or ""additional passphrase"" in the manufacturer's documentation. It is not often called ""the 25th word"" because that is misleading and incorrect.",aantonop
Mon Dec 28 21:36:32 +0000 2020,1343672204324601856, In your hardware wallet settings,aantonop
Mon Dec 28 21:36:10 +0000 2020,1343672110586085376," No, that's possible but you would need some way to calculate a valid mnemonic.

 has a dice-input function for that reason.",aantonop
